site_id,date_time,long,lat,cyano_conc,chla_conc,turb,cyano_cell,total_cell
mash_2,2018-09-13T16:41:01Z,-71.43188,41.789916,22,26.1,6.5,22000,24069
mash_2,2018-09-13T16:41:26Z,-71.431978,41.789885,22.1,26.2,6.5,22100,24153
mash_3,2018-09-13T16:48:44Z,-71.43048,41.790838,23,26.9,6.1,23000,24947
mash_3,2018-09-13T16:49:09Z,-71.430501,41.790893,22.9,26.7,6.6,22900,24826
mash_4,2018-09-13T16:56:44Z,-71.432151,41.79336,23.7,27,6.6,23700,25449
mash_4,2018-09-13T16:57:10Z,-71.43208,41.793345,23.2,26.8,6.5,23200,25108
mash_5,2018-09-13T17:08:20Z,-71.4308,41.797615,13.1,18,4.9,13100,15489
mash_5,2018-09-13T17:08:43Z,-71.430865,41.797725,13.3,19.8,4.9,13300,16417
mash_6,2018-09-13T17:14:40Z,-71.432191,41.798233,11.4,15.3,4.2,11400,13259
mash_6,2018-09-13T17:15:02Z,-71.432253,41.798153,11,14.7,4.2,11000,12777
mash_P,2018-09-13T17:24:41Z,-71.433291,41.793735,22.7,29.2,6.3,22700,25953
mash_P,2018-09-13T17:25:06Z,-71.433315,41.7937,22.5,27.6,6.3,22500,25107
warw_5,2018-09-13T18:56:48Z,-71.415205,41.725131,7.3,45.9,2.4,7300,26166
warw_5,2018-09-13T18:57:18Z,-71.41517,41.725101,7.9,46.3,2.5,7900,26916
warw_6,2018-09-13T19:04:44Z,-71.414085,41.726735,6.5,38.6,2.3,6500,22241
warw_6,2018-09-13T19:05:11Z,-71.414033,41.726698,6.3,39.8,2.3,6300,22599
warw_1,2018-09-13T19:13:28Z,-71.410438,41.725626,5.7,31.1,2.4,5700,18090
warw_1,2018-09-13T19:13:55Z,-71.410315,41.725703,5.5,29.9,2.2,5500,17352
warw_P,2018-09-13T19:22:27Z,-71.411985,41.722768,7.2,38.6,2.5,7200,22658
warw_P,2018-09-13T19:22:54Z,-71.41199,41.722731,6.8,40.5,2.4,6800,23149
warw_2,2018-09-13T19:45:08Z,-71.411003,41.721376,6.4,36.9,2.4,6400,21325
warw_2,2018-09-13T19:45:34Z,-71.410943,41.72143,6.4,36,2.4,6400,20896
warw_3,2018-09-13T19:52:48Z,-71.414361,41.720398,6.8,40,2.5,6800,23324
warw_3,2018-09-13T19:53:14Z,-71.414385,41.72056,6.7,42,2.6,6700,24209
warw_4,2018-09-13T19:59:47Z,-71.413971,41.722431,7.2,44.4,2.5,7200,25620
warw_4,2018-09-13T20:00:13Z,-71.41402,41.722423,7.3,44.5,2.5,7300,25768
NA,2018-09-17T14:53:20Z,-71.422065,41.49437,6.8,6.8,80.2,6800,6800
mash_1,2018-09-17T16:06:36Z,-71.435328,41.79306,17.8,23,6.9,17800,20308
mash_1,2018-09-17T16:07:02Z,-71.435358,41.793028,17.7,22.7,6.9,17700,20126
mash_2,2018-09-17T16:17:39Z,-71.431788,41.78998,22.2,26.1,7.5,22200,24107
mash_2,2018-09-17T16:18:04Z,-71.431771,41.790028,23.4,31.2,7.6,23400,27150
mash_3,2018-09-17T16:24:54Z,-71.43024,41.791408,21.5,28.4,7.2,21500,24957
mash_3,2018-09-17T16:25:20Z,-71.43021,41.791205,22.7,30.5,7.3,22700,26626
mash_4,2018-09-17T16:33:33Z,-71.43215,41.793091,24,30.2,8,24000,27086
NA,2018-09-17T16:33:57Z,-71.432226,41.792786,23.6,29.7,8.2,23600,26657
mash_5,2018-09-17T16:46:46Z,-71.430873,41.797556,24.6,31.5,8.3,24600,28089
mash_5,2018-09-17T16:47:09Z,-71.430768,41.797688,25.6,33.2,8.4,25600,29332
mash_6,2018-09-17T16:53:09Z,-71.432381,41.797841,26.3,32.9,8.7,26300,29622
mash_6,2018-09-17T16:53:34Z,-71.43211,41.798386,29.1,36.2,8.9,29100,32679
mash_P,2018-09-17T17:03:35Z,-71.433348,41.793755,22,28.8,8.1,22000,25500
mash_P,2018-09-17T17:03:59Z,-71.433205,41.793943,22.7,30,8.3,22700,26497
warw_5,2018-09-17T18:35:42Z,-71.415246,41.725276,3.5,19.4,2.3,3500,11303
warw_5,2018-09-17T18:36:07Z,-71.415131,41.725253,3.8,20.8,2.3,3800,12146
warw_6,2018-09-17T18:45:47Z,-71.414073,41.726838,2.8,14.9,2.2,2800,8717
warw_6,2018-09-17T18:46:12Z,-71.414088,41.726853,3.1,16.8,2.3,3100,9753
warw_1,2018-09-17T18:56:32Z,-71.410405,41.725523,3.1,15.2,2.1,3100,9089
warw_1,2018-09-17T18:56:57Z,-71.410205,41.725556,3.4,16.2,2.1,3400,9760
warw_P,2018-09-17T19:09:14Z,-71.411965,41.722673,3.8,24.7,2.3,3800,14133
warw_P,2018-09-17T19:09:40Z,-71.411835,41.722295,3.7,23.2,2.2,3700,13347
warw_2,2018-09-17T19:28:44Z,-71.41101,41.721556,4.4,29.5,2.2,4400,16735
warw_2,2018-09-17T19:29:10Z,-71.411048,41.721416,4.1,29,2.2,4100,16361
warw_3,2018-09-17T19:40:24Z,-71.414503,41.72039,4.5,35.4,2.4,4500,19669
warw_3,2018-09-17T19:40:49Z,-71.41474,41.720083,4.7,36.4,2.4,4700,20285
warw_4,2018-09-17T19:48:05Z,-71.414141,41.722355,4.4,33.9,2.6,4400,18939
warw_4,2018-09-17T19:48:29Z,-71.413925,41.722573,4.6,35.4,2.6,4600,19796
NA,2018-09-19T14:25:25Z,-71.421663,41.494195,11.5,11.5,127.6,11500,11500
mash_3,2018-09-19T16:08:55Z,-71.430393,41.790841,39.5,47.5,8.7,39500,43716
mash_3,2018-09-19T16:09:22Z,-71.430338,41.791238,39.4,46.3,10.1,39400,42985
NA,2018-09-19T16:19:29Z,-71.433045,41.792678,36.5,44.3,8.6,36500,40554
mash_4,2018-09-19T16:19:53Z,-71.432166,41.793341,36.7,44.7,8.7,36700,40860
mash_4,2018-09-19T16:20:23Z,-71.432111,41.793435,-1,-1,-1,-0,-0
mash_5,2018-09-19T16:32:22Z,-71.430808,41.79767,32.2,38,7.9,32200,35162
mash_5,2018-09-19T16:32:45Z,-71.430841,41.797566,33,39.7,8.1,33000,36367
NA,2018-09-19T16:33:15Z,-71.430385,41.797235,-1,-1,-1,-0,-0
mash_6,2018-09-19T16:39:29Z,-71.432266,41.798228,26.9,33.5,6.8,26900,30150
mash_6,2018-09-19T16:39:54Z,-71.432243,41.798336,28.3,34.8,6.9,28300,31521
mash_P,2018-09-19T16:50:53Z,-71.43348,41.79397,35.4,42.9,8.1,35400,39183
mash_P,2018-09-19T16:51:16Z,-71.433353,41.793873,32.9,39.9,8.2,32900,36426
mash_P,2018-09-19T16:51:46Z,-71.433435,41.79387,32.8,40.1,8.1,32800,36485
mash_P,2018-09-19T16:53:38Z,-71.433451,41.793863,-1,-1,-1,-0,-0
NA,2018-09-19T17:00:55Z,-71.435883,41.792561,32,42,7.5,32000,37124
mash_1,2018-09-19T17:01:21Z,-71.435345,41.792986,31.8,41.8,7.5,31800,36932
mash_1,2018-09-19T17:01:48Z,-71.435425,41.793015,-1,-1,-1,-0,-0
warw_5,2018-09-19T18:39:48Z,-71.415173,41.72512,7.3,42.9,2.9,7300,25080
warw_5,2018-09-19T18:40:11Z,-71.415268,41.725055,7.4,42.5,2.9,7400,24899
warw_6,2018-09-19T18:47:32Z,-71.414035,41.726698,6.9,37.5,2.6,6900,22518
warw_6,2018-09-19T18:47:58Z,-71.413913,41.726755,6.9,40.8,2.7,6900,24051
warw_1,2018-09-19T18:56:32Z,-71.410386,41.725603,7.3,41.8,2.7,7300,24625
warw_1,2018-09-19T18:56:54Z,-71.410423,41.725481,7.3,42.8,2.7,7300,25123
warw_P,2018-09-19T19:05:47Z,-71.41197,41.722591,7.5,42.1,2.8,7500,25078
warw_P,2018-09-19T19:06:10Z,-71.411985,41.72246,7.5,42.4,2.8,7500,25229
warw_2,2018-09-19T19:20:57Z,-71.410785,41.721328,7.5,41.8,2.9,7500,24959
warw_2,2018-09-19T19:21:20Z,-71.410995,41.72116,7.4,42.5,2.8,7400,25307
warw_3,2018-09-19T19:30:02Z,-71.414511,41.72045,7,40.7,3.2,7000,24125
warw_3,2018-09-19T19:30:25Z,-71.414513,41.720548,7.1,41.5,3.2,7100,24564
warw_3,2018-09-19T19:32:23Z,-71.414521,41.720508,-1,-1,-1,-0,-0
warw_4,2018-09-19T19:38:36Z,-71.413858,41.722401,8,46,2.7,8000,27164
warw_4,2018-09-19T19:39:00Z,-71.413943,41.722526,7.9,46.8,2.8,7900,27517
warw_4,2018-09-19T19:39:24Z,-71.41392,41.722611,18.5,25.3,102.8,18500,22104
warw_4,2018-09-19T19:42:59Z,-71.414093,41.722475,8.1,47.1,2.7,8100,27690
warw_4,2018-09-19T19:43:22Z,-71.413803,41.722443,7.8,46.3,2.8,7800,27165
mash_1,2018-09-24T16:00:45Z,-71.435511,41.79296,17.8,23,5.5,17800,20500
mash_1,2018-09-24T16:01:12Z,-71.435473,41.792915,17.7,22.9,5.6,17700,20416
mash_2,2018-09-24T16:12:19Z,-71.432088,41.789686,19,26,5.9,19000,22702
NA,2018-09-24T16:12:46Z,-71.43239,41.789921,19,26.2,5.9,19000,22816
mash_2,2018-09-24T16:13:26Z,-71.431961,41.789876,19.8,27.4,6.1,19800,23828
mash_3,2018-09-24T16:24:57Z,-71.43037,41.791146,22,29.8,6.7,22000,26134
mash_3,2018-09-24T16:25:27Z,-71.430288,41.791145,21.2,29.8,6.6,21200,25758
mash_4,2018-09-24T16:33:56Z,-71.432135,41.793455,18.1,24.1,5.9,18100,21224
mash_4,2018-09-24T16:34:29Z,-71.432081,41.793421,17.8,23.7,5.9,17800,20863
mash_5,2018-09-24T16:46:58Z,-71.43086,41.797675,16.4,21.7,5.8,16400,19129
mash_5,2018-09-24T16:47:24Z,-71.430878,41.79768,16.6,21.7,5.9,16600,19223
mash_6,2018-09-24T16:54:08Z,-71.432323,41.798103,15.3,21.2,5.8,15300,18331
mash_6,2018-09-24T16:54:33Z,-71.432346,41.798251,15.5,21.1,5.8,15500,18388
mash_P,2018-09-24T17:06:50Z,-71.433433,41.79386,17.6,23.3,5.9,17600,20565
mash_P,2018-09-24T17:07:15Z,-71.433385,41.79383,17.8,23.8,5.9,17800,20908
warw_5,2018-09-24T18:55:44Z,-71.415123,41.724935,6.6,20.5,3.7,6600,13583
warw_5,2018-09-24T18:56:09Z,-71.41513,41.725035,6.6,20.4,3.7,6600,13546
warw_6,2018-09-24T19:03:01Z,-71.413998,41.726696,7.1,25,3.7,7100,16059
warw_6,2018-09-24T19:03:26Z,-71.413926,41.726716,7.1,25.1,3.7,7100,16136
warw_1,2018-09-24T19:11:50Z,-71.410355,41.725508,6.7,23.9,3.7,6700,15272
warw_1,2018-09-24T19:12:17Z,-71.410403,41.725485,6.9,24,3.7,6900,15459
warw_P,2018-09-24T19:28:26Z,-71.411951,41.722875,6.9,23.7,3.8,6900,15364
warw_P,2018-09-24T19:28:55Z,-71.412026,41.722716,6.9,24.4,3.8,6900,15719
warw_2,2018-09-24T19:56:58Z,-71.411003,41.72119,7.2,26.6,3.8,7200,16986
warw_2,2018-09-24T19:57:24Z,-71.411085,41.72136,7.1,26.5,3.8,7100,16878
warw_3,2018-09-24T20:05:21Z,-71.414553,41.720386,6.5,21.2,3.7,6500,13899
warw_3,2018-09-24T20:05:46Z,-71.41455,41.72043,6.6,21.3,3.8,6600,13999
warw_4,2018-09-24T20:14:00Z,-71.414128,41.722383,6.8,23.3,3.7,6800,15121
warw_4,2018-09-24T20:14:23Z,-71.414036,41.72223,6.8,23.8,3.7,6800,15306
yawg_1,2018-09-26T18:46:00Z,-71.573668,41.515338,1.3,4.8,1.5,1300,3155
NA,2018-09-26T18:56:08Z,-71.572471,41.513065,1.5,6,1.6,1500,3885
yawg_2,2018-09-26T18:56:31Z,-71.571441,41.51367,1.4,5.5,1.5,1400,3573
yawg_2,2018-09-26T18:56:54Z,-71.571536,41.513681,1.6,5.7,1.5,1600,3773
yawg_3,2018-09-26T19:09:40Z,-71.569508,41.510193,1.8,6.5,1.6,1800,4291
NA,2018-09-26T19:10:02Z,-71.568921,41.510916,1.8,6.3,1.6,1800,4185
yawg_4,2018-09-26T19:18:53Z,-71.570305,41.508540000000004,1.8,6.1,1.6,1800,4079
yawg_4,2018-09-26T19:19:15Z,-71.570506,41.50832,1.9,7,1.5,1900,4603
yawg_5,2018-09-26T19:27:27Z,-71.572993,41.508961,1.7,6,1.6,1700,3979
NA,2018-09-26T19:27:51Z,-71.572868,41.50917,1.7,6.1,1.6,1700,4032
yawg_P,2018-09-26T19:35:02Z,-71.572971,41.510876,1.7,6.5,1.6,1700,4244
yawg_P,2018-09-26T19:35:24Z,-71.572848,41.510801,1.8,6.8,1.6,1800,4450
yawg_6,2018-09-26T20:03:38Z,-71.57548,41.512893,1.3,4.1,1.4,1300,2784
yawg_6,2018-09-26T20:04:03Z,-71.575473,41.512866,1.2,4.5,1.4,1200,2949
mash_1,2018-09-27T15:46:11Z,-71.435213,41.793191,18,31.3,5.9,18000,25049
mash_1,2018-09-27T15:46:36Z,-71.43526,41.793065,17.5,31.3,6.1,17500,24814
mash_2,2018-09-27T15:57:53Z,-71.431691,41.789591,14.8,21.4,4.4,14800,18298
NA,2018-09-27T15:58:19Z,-71.432043,41.787931,15,22.3,4.5,15000,18869
mash_3,2018-09-27T16:05:49Z,-71.430366,41.790935,12.8,15,4.4,12800,13958
mash_3,2018-09-27T16:06:12Z,-71.430301,41.791263,13.4,16,4.4,13400,14778
mash_4,2018-09-27T16:14:04Z,-71.432148,41.793405,14,18.6,4.5,14000,16438
mash_4,2018-09-27T16:14:29Z,-71.43184,41.793535,12.7,15.3,4.2,12700,14014
mash_5,2018-09-27T16:27:38Z,-71.430926,41.79769,12.8,19.9,4.3,12800,16563
NA,2018-09-27T16:28:03Z,-71.431401,41.797496,13.9,21.5,4.4,13900,17928
mash_6,2018-09-27T16:33:54Z,-71.432245,41.798316,13.4,20.6,4,13400,17216
mash_6,2018-09-27T16:34:19Z,-71.432178,41.79829,16.1,24.7,4.1,16100,20658
mash_P,2018-09-27T16:43:52Z,-71.433251,41.79402,13.8,18.7,4.7,13800,16397
mash_P,2018-09-27T16:44:17Z,-71.433278,41.794011,14.1,19.1,4.8,14100,16750
warw_5,2018-09-27T18:38:30Z,-71.415065,41.725136,6.3,26.8,3.5,6300,16341
warw_5,2018-09-27T18:38:58Z,-71.415181,41.725063,7,26.4,3.5,7000,16578
warw_6,2018-09-27T18:46:06Z,-71.414035,41.726751,5.8,20.4,3.3,5800,13042
warw_6,2018-09-27T18:46:31Z,-71.413973,41.72673,6.7,25.2,3.5,6700,15881
NA,2018-09-27T18:57:55Z,-71.411068,41.725106,4.2,11.5,3.3,4200,7805
warw_1,2018-09-27T18:58:22Z,-71.410286,41.725523,4.1,11.1,3.3,4100,7562
warw_P,2018-09-27T19:05:52Z,-71.412283,41.72244,5.3,16.5,3.7,5300,11020
warw_P,2018-09-27T19:06:14Z,-71.41209,41.72267,5.4,16.5,3.7,5400,11075
warw_2,2018-09-27T19:20:07Z,-71.411196,41.721415,5.8,20.2,3.5,5800,13200
warw_2,2018-09-27T19:20:30Z,-71.411271,41.721308,6,21.4,3.6,6000,13914
warw_3,2018-09-27T19:27:32Z,-71.414381,41.720506,5.6,18.5,3.7,5600,12197
warw_3,2018-09-27T19:27:58Z,-71.414478,41.720426,5.5,18.2,3.7,5500,12007
warw_4,2018-09-27T19:34:47Z,-71.414041,41.722506,5.9,21.4,3.6,5900,13755
warw_4,2018-09-27T19:35:11Z,-71.414186,41.722383,6,21.8,3.6,6000,14062
mash_1,2018-10-01T16:15:23Z,-71.435486,41.793156,14.6,24.7,5.9,14600,19953
mash_1,2018-10-01T16:15:49Z,-71.435453,41.793128,16,27.6,6.1,16000,22148
mash_2,2018-10-01T16:27:00Z,-71.431826,41.789771,19.4,31.8,5.5,19400,25972
mash_2,2018-10-01T16:27:27Z,-71.431895,41.789933,17.4,30.3,4.8,17400,24237
mash_3,2018-10-01T16:34:02Z,-71.430258,41.791183,18.2,28.4,4.8,18200,23510
mash_3,2018-10-01T16:34:27Z,-71.43031,41.791146,18.8,29.2,4.8,18800,24312
mash_4,2018-10-01T16:41:59Z,-71.432146,41.793458,20,29.3,4.9,20000,24929
mash_4,2018-10-01T16:42:25Z,-71.432118,41.793416,22.2,32.8,5.3,22200,27818
mash_5,2018-10-01T16:54:24Z,-71.4307,41.797671,14.7,22.5,4.2,14700,18834
mash_5,2018-10-01T16:54:49Z,-71.43074,41.797701000000004,14.9,22.9,4.2,14900,19140
mash_6,2018-10-01T17:00:40Z,-71.432183,41.798273,26.1,38.8,6.5,26100,32831
mash_6,2018-10-01T17:01:08Z,-71.432188,41.798231,28.2,39.8,6.9,28200,34348
mash_P,2018-10-01T17:14:53Z,-71.433166,41.793908,18.2,31.3,4.9,18200,25143
mash_P,2018-10-01T17:15:18Z,-71.433166,41.79397,18.1,31,4.9,18100,24937
warw_5,2018-10-01T18:44:45Z,-71.415028,41.725346,8.8,31.3,3.5,8800,20549
warw_5,2018-10-01T18:45:35Z,-71.415061,41.7253,8.3,30.5,2.9,8300,19818
warw_6,2018-10-01T18:54:16Z,-71.413955,41.726778,8.2,27.2,3.4,8200,18118
warw_6,2018-10-01T18:54:41Z,-71.413923,41.726843,8.2,26.8,3.4,8200,17882
NA,2018-10-01T19:02:55Z,-71.409823,41.726013,8.3,26.6,3.5,8300,17695
warw_1,2018-10-01T19:03:20Z,-71.410345,41.725688,8.3,27,3.5,8300,17907
warw_P,2018-10-01T19:17:04Z,-71.412116,41.72252,8.4,28.4,3.5,8400,18544
warw_P,2018-10-01T19:17:28Z,-71.412136,41.722691,8.5,29.6,3.5,8500,19131
warw_P,2018-10-01T19:18:09Z,-71.412126,41.722626,8.4,29,3.4,8400,18806
warw_2,2018-10-01T19:42:19Z,-71.411115,41.72135,7.7,24.7,3.4,7700,16310
warw_2,2018-10-01T19:42:41Z,-71.410991,41.721333,7.2,20.9,3.2,7200,14197
warw_3,2018-10-01T19:51:07Z,-71.414526,41.72053,4.5,9.9,3.5,4500,7226
warw_3,2018-10-01T19:51:33Z,-71.414421,41.720545,4.5,9.9,3.6,4500,7226
warw_3,2018-10-01T19:52:19Z,-71.414471,41.720515,4.6,9.9,3.5,4600,7289
warw_4,2018-10-01T20:00:19Z,-71.414005,41.722506,7.4,23.7,3.6,7400,15567
warw_4,2018-10-01T20:00:44Z,-71.413956,41.722475,7.7,25.6,3.7,7700,16643
NA,2018-10-02T16:17:09Z,-71.422268,41.494383,0,0,2.5,0,0
NA,2018-10-02T18:55:51Z,-71.571801,41.513771,1.1,4.3,1,1100,2796
NA,2018-10-02T18:56:13Z,-71.571673,41.513928,1,4.6,1.1,1000,2908
yawg_3,2018-10-02T19:07:22Z,-71.569603,41.509951,0.9,4,1,900,2543
yawg_3,2018-10-02T19:07:45Z,-71.569755,41.509893,1,4.2,1,1000,2680
yawg_4,2018-10-02T19:16:22Z,-71.570788,41.508221,0.9,4.1,1,900,2564
yawg_4,2018-10-02T19:16:44Z,-71.570823,41.508208,1,4.1,1,1000,2627
yawg_5,2018-10-02T19:24:14Z,-71.57293,41.508981,0.8,3.3,0.9,800,2125
yawg_5,2018-10-02T19:24:36Z,-71.572941,41.508923,0.8,3.5,1,800,2215
yawg_P,2018-10-02T19:35:51Z,-71.572956,41.51076,1.2,5,1,1200,3214
yawg_P,2018-10-02T19:36:14Z,-71.57302,41.510761,1.3,5.4,1.1,1300,3473
yawg_6,2018-10-02T19:59:24Z,-71.57551,41.512918,1,4.9,1,1000,3059
yawg_6,2018-10-02T19:59:47Z,-71.575476,41.512883,1.1,5.4,1,1100,3379
mash_2,2018-10-04T16:17:14Z,-71.431876,41.78994,21.8,61.2,5.2,21800,42682
mash_2,2018-10-04T16:17:42Z,-71.431751,41.78991,22.3,71.8,5.3,22300,48535
mash_3,2018-10-04T16:24:59Z,-71.430405,41.791203,16.5,46,5,16500,32135
mash_3,2018-10-04T16:25:26Z,-71.430496,41.791221,16.1,44.7,5,16100,31258
mash_4,2018-10-04T16:34:16Z,-71.432085,41.793471,0,0,0,0,0
mash_4,2018-10-04T16:34:42Z,-71.432146,41.793475,18.6,41.5,5.3,18600,30737
mash_4,2018-10-04T16:35:09Z,-71.432203,41.793603,17.8,40.1,5.1,17800,29619
mash_5,2018-10-04T16:45:37Z,-71.43107,41.797596,13.2,22.4,4.4,13200,18076
mash_5,2018-10-04T16:46:00Z,-71.430755,41.797683,13.2,22.1,4.4,13200,17917
mash_6,2018-10-04T16:51:53Z,-71.432131,41.798266,14.4,20.8,4.8,14400,17792
mash_6,2018-10-04T16:52:17Z,-71.43213,41.7983,14.5,21,4.9,14500,17945
mash_P,2018-10-04T17:02:50Z,-71.433238,41.794076,16.1,28.6,5.1,16100,22725
mash_P,2018-10-04T17:03:17Z,-71.433141,41.79405,15.1,25.5,5.2,15100,20612
warw_6,2018-10-04T19:06:06Z,-71.413878,41.726543,10.2,30.5,3.4,10200,20663
warw_6,2018-10-04T19:06:29Z,-71.413945,41.726726,8.7,24.6,3.5,8700,16959
warw_1,2018-10-04T19:16:09Z,-71.410335,41.725705,11.2,39.1,3.6,11200,25811
warw_1,2018-10-04T19:16:33Z,-71.410465,41.725726,11.2,38.9,3.6,11200,25689
warw_P,2018-10-04T19:26:08Z,-71.412126,41.722708,9,26.5,3.4,9000,17811
warw_P,2018-10-04T19:26:31Z,-71.412038,41.72292,8.9,24.7,3.5,8900,16954
warw_2,2018-10-04T19:44:26Z,-71.411216,41.721485,5.9,15.6,3.7,5900,10777
warw_2,2018-10-04T19:44:49Z,-71.411073,41.72155,5.8,14.8,3.8,5800,10322
warw_3,2018-10-04T19:52:44Z,-71.414406,41.720628,6.1,15.3,3.6,6100,10760
warw_3,2018-10-04T19:53:07Z,-71.414503,41.720543,6.2,15.1,3.6,6200,10717
warw_4,2018-10-04T20:00:38Z,-71.413966,41.722581,7.7,23.1,3.6,7700,15398
warw_4,2018-10-04T20:01:00Z,-71.414028,41.722448,7.8,23.6,3.7,7800,15678
mash_1,2018-10-09T16:38:10Z,-71.435466,41.793036,10.8,20.7,4.1,10800,16047
mash_1,2018-10-09T16:39:18Z,-71.435495,41.793066,-1,-1,-1,-0,-0
mash_2,2018-10-09T16:46:56Z,-71.431696,41.789915,19.1,67.2,4.9,19100,44593
mash_2,2018-10-09T16:47:26Z,-71.431815,41.789916,11.6,17.1,4.1,11600,14515
mash_2,2018-10-09T16:47:53Z,-71.4319,41.789926,11.6,15.7,4.1,11600,13773
mash_3,2018-10-09T16:53:59Z,-71.430443,41.79116,14.1,38.3,4.4,14100,26926
mash_3,2018-10-09T16:54:26Z,-71.430385,41.791121,14.4,40.4,4.4,14400,28180
mash_4,2018-10-09T17:03:11Z,-71.432018,41.793705,16.6,44.8,4.9,16600,31546
mash_4,2018-10-09T17:03:37Z,-71.432128,41.793463,14.8,37.3,4.9,14800,26725
mash_5,2018-10-09T17:14:02Z,-71.430936,41.797651,16.4,46.8,4.9,16400,32512
mash_5,2018-10-09T17:14:33Z,-71.430905,41.797805,16.5,44.7,5,16500,31446
mash_6,2018-10-09T17:19:28Z,-71.432121,41.798231,16.3,41.1,5.2,16300,29444
mash_6,2018-10-09T17:19:56Z,-71.432133,41.798265,15.5,38.7,5.1,15500,27796
mash_P,2018-10-09T17:30:52Z,-71.4332,41.793825,15.4,39.5,4.9,15400,28173
mash_P,2018-10-09T17:31:24Z,-71.433113,41.793855,16,45.8,4.8,16000,31794
warw_5,2018-10-09T19:00:35Z,-71.415148,41.725051,11,31.2,3.2,11000,21154
warw_5,2018-10-09T19:01:05Z,-71.415081,41.725045,11,31.1,3.1,11000,21069
warw_6,2018-10-09T19:07:45Z,-71.413783,41.726793,13.9,41.6,3.4,13900,28077
warw_6,2018-10-09T19:08:10Z,-71.413861,41.726776,14,41.6,3.4,14000,28156
warw_1,2018-10-09T19:15:37Z,-71.410271,41.725803,12,31.8,3.3,12000,22166
NA,2018-10-09T19:16:04Z,-71.40936,41.724928,12.4,32.9,3.4,12400,22937
warw_P,2018-10-09T19:24:08Z,-71.41201,41.722611,13.3,39.2,3.6,13300,26219
warw_P,2018-10-09T19:24:34Z,-71.411825,41.722423,13.1,38.1,3.6,13100,25590
warw_P,2018-10-09T19:25:11Z,-71.412023,41.722696,12.5,34.8,3.5,12500,23679
warw_2,2018-10-09T19:49:31Z,-71.411006,41.721286,11.3,28.2,3.3,11300,20025
warw_2,2018-10-09T19:50:00Z,-71.411015,41.72124,11.4,31.2,3.4,11400,21550
warw_3,2018-10-09T19:56:59Z,-71.414501,41.720468,9.4,26.6,3.7,9400,18012
warw_3,2018-10-09T19:57:28Z,-71.41442,41.720523,10.2,31.9,3.8,10200,20981
warw_4,2018-10-09T20:02:52Z,-71.41414,41.722321,11.4,28.5,3.6,11400,20183
yawg_1,2018-10-11T15:15:27Z,-71.573593,41.515081,1.2,4.7,0.9,1200,3055
yawg_1,2018-10-11T15:15:53Z,-71.573601,41.515128,1.1,4.5,0.9,1100,2902
yawg_2,2018-10-11T15:25:18Z,-71.571413,41.513438,1.1,4.9,0.8,1100,3114
yawg_2,2018-10-11T15:25:44Z,-71.571446,41.513443,1.2,5,0.9,1200,3214
yawg_3,2018-10-11T15:37:02Z,-71.569568,41.51001,0.9,4,0.9,900,2543
yawg_3,2018-10-11T15:37:26Z,-71.569658,41.510066,1,4.2,0.8,1000,2696
yawg_4,2018-10-11T15:45:17Z,-71.570736,41.508231,0.9,3.9,0.8,900,2482
yawg_4,2018-10-11T15:45:41Z,-71.570661,41.508226,0.9,4.2,0.8,900,2617
yawg_5,2018-10-11T15:52:24Z,-71.572978,41.50874,1.2,5.4,0.8,1200,3426
yawg_5,2018-10-11T15:52:48Z,-71.57286,41.508728,1.2,5.4,0.8,1200,3426
yawg_P,2018-10-11T16:05:17Z,-71.57303,41.510783000000004,2.2,9.6,0.9,2200,6122
yawg_P,2018-10-11T16:05:43Z,-71.573028,41.510771,2.3,9.8,0.9,2300,6275
yawg_6,2018-10-11T16:24:49Z,-71.57541,41.512781,1.1,5.3,0.8,1100,3326
yawg_6,2018-10-11T16:25:12Z,-71.575498,41.512798,1.2,5.6,0.8,1200,3532
NA,2018-10-13T20:10:02Z,-71.421668,41.49416,0.4,0.4,4.6,400,400
mash_1,2018-10-16T16:05:07Z,-71.435303,41.793016,11.9,13.9,4.4,11900,12960
mash_1,2018-10-16T16:05:34Z,-71.435376,41.793091,12,14.2,4.4,12000,13166
mash_2,2018-10-16T16:15:50Z,-71.43187,41.79002,11.4,13.8,4.3,11400,12672
mash_2,2018-10-16T16:16:14Z,-71.431581,41.789591,13.3,15.9,4.4,13300,14678
mash_2,2018-10-16T16:16:38Z,-71.431833,41.789798,12,14.4,4.4,12000,13272
mash_3,2018-10-16T16:23:30Z,-71.43027,41.791131,11.5,13.7,4.4,11500,12666
mash_3,2018-10-16T16:23:54Z,-71.430286,41.7912,11.8,14.2,4.4,11800,13072
mash_4,2018-10-16T16:32:35Z,-71.432056,41.793516,10.8,12.5,4.2,10800,11701
mash_4,2018-10-16T16:33:01Z,-71.432075,41.793461,10.3,12.2,4.3,10300,11307
mash_5,2018-10-16T16:45:15Z,-71.430753,41.79764,11.6,15.2,4.7,11600,13508
mash_5,2018-10-16T16:45:38Z,-71.430743,41.797585,11.4,14.8,4.7,11400,13202
mash_6,2018-10-16T16:52:01Z,-71.432128,41.798351,10.5,12.9,4.4,10500,11772
mash_6,2018-10-16T16:52:24Z,-71.432193,41.79827,10.3,12.7,4.4,10300,11572
mash_6,2018-10-16T16:52:46Z,-71.432213,41.798251,10.7,13.4,4.4,10700,12131
