,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-030,321.04,RFU,mashapaug,4,int,1,phyco_rfu,1,7,2019,100
SAMPLE-031,317.19,RFU,mashapaug,4,int,2,phyco_rfu,1,7,2019,100
AMPLE-032,319.62,RFU,mashapaug,5,int,1,phyco_rfu,1,7,2019,100
SAMPLE-033,321.64,RFU,mashapaug,5,int,2,phyco_rfu,1,7,2019,100
SAMPLE-034,320.81,RFU,mashapaug,6,int,1,phyco_rfu,1,7,2019,100
SAMPLE-035,327.54,RFU,mashapaug,6,int,2,phyco_rfu,1,7,2019,100
SAMPLE-037,332.1,RFU,mashapaug,p,int,1,phyco_rfu,1,7,2019,100
SAMPLE-038,329.41,RFU,mashapaug,p,int,2,phyco_rfu,1,7,2019,100
SAMPLE-039,330.97,RFU,mashapaug,p,int,3,phyco_rfu,1,7,2019,100
AMPLE-040,298.11,RFU,warwick,blank,int,1,blank,1,7,2019,na
SAMPLE-041,294.44,RFU,warwick,blank,int,2,blank,1,7,2019,na
AMPLE-042,296.47,RFU,warwick,1,int,1,phyco_rfu,1,7,2019,100
SAMPLE-043,305.12,RFU,warwick,1,int,2,phyco_rfu,1,7,2019,100
SAMPLE-044,296.82,RFU,warwick,2,int,1,phyco_rfu,1,7,2019,100
SAMPLE-045,300.99,RFU,warwick,2,int,2,phyco_rfu,1,7,2019,100
SAMPLE-046,298.78,RFU,warwick,3,int,1,phyco_rfu,1,7,2019,100
SAMPLE-047,290.73,RFU,warwick,3,int,2,phyco_rfu,1,7,2019,100
SAMPLE-048,290.92,RFU,warwick,4,int,1,phyco_rfu,1,7,2019,100
SAMPLE-049,305.64,RFU,warwick,4,int,2,phyco_rfu,1,7,2019,100
SAMPLE-050,299.7,RFU,warwick,5,int,1,phyco_rfu,1,7,2019,100
SAMPLE-051,299.4,RFU,warwick,5,int,2,phyco_rfu,1,7,2019,100
AMPLE-052,296.17,RFU,warwick,6,int,1,phyco_rfu,1,7,2019,100
SAMPLE-053,297.61,RFU,warwick,6,int,2,phyco_rfu,1,7,2019,100
SAMPLE-054,299.63,RFU,warwick,p,int,1,phyco_rfu,1,7,2019,100
AMPLE-055,294.94,RFU,warwick,p,int,2,phyco_rfu,1,7,2019,100
SAMPLE-056,299.16,RFU,warwick,p,int,3,phyco_rfu,1,7,2019,100
SAMPLE-057,302.72,RFU,yawgoo,blank,int,1,blank,1,7,2019,na
SAMPLE-059,296.27,RFU,yawgoo,blank,int,2,blank,1,7,2019,na
SAMPLE-060,302.49,RFU,yawgoo,1,int,1,phyco_rfu,1,7,2019,300
SAMPLE-061,309.87,RFU,yawgoo,1,int,2,phyco_rfu,1,7,2019,300
SAMPLE-062,301.96,RFU,yawgoo,2,int,1,phyco_rfu,1,7,2019,300
SAMPLE-063,312.36,RFU,yawgoo,2,int,2,phyco_rfu,1,7,2019,300
SAMPLE-064,305.28,RFU,yawgoo,3,int,1,phyco_rfu,1,7,2019,300
SAMPLE-065,313.61,RFU,yawgoo,3,int,2,phyco_rfu,1,7,2019,300
SAMPLE-066,303.79,RFU,yawgoo,4,int,1,phyco_rfu,1,7,2019,300
SAMPLE-067,309.37,RFU,yawgoo,4,int,2,phyco_rfu,1,7,2019,300
SAMPLE-068,305.21,RFU,yawgoo,5,int,1,phyco_rfu,1,7,2019,300
SAMPLE-069,325.28,RFU,yawgoo,5,int,2,phyco_rfu,1,7,2019,300
AMPLE-071,313.38,RFU,yawgoo,6,int,1,phyco_rfu,1,7,2019,300
SAMPLE-072,307.77,RFU,yawgoo,6,int,2,phyco_rfu,1,7,2019,300
SAMPLE-073,304.2,RFU,yawgoo,p,int,1,phyco_rfu,1,7,2019,300
SAMPLE-074,301.99,RFU,yawgoo,p,int,2,phyco_rfu,1,7,2019,300
SAMPLE-075,305.5,RFU,yawgoo,p,int,3,phyco_rfu,1,7,2019,300
SAMPLE-076,5658.83,RFU,na,solid std,na,na,phyco_rfu,12,9,2019,na
