,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-053,531.76,RFU,yawgoo,6,int,2,chla_rfu,17,7,2019,300
SAMPLE-054,553.02,RFU,yawgoo,p,int,1,chla_rfu,17,7,2019,300
SAMPLE-055,411.86,RFU,yawgoo,p,int,2,chla_rfu,17,7,2019,300
SAMPLE-056,611.75,RFU,yawgoo,p,int,3,chla_rfu,17,7,2019,300
SAMPLE-057,0.7,RFU,yawgoo,blank,int,1,blank,22,7,2019,300
SAMPLE-058,1.71,RFU,yawgoo,blank,int,2,blank,22,7,2019,300
SAMPLE-059,507.06,RFU,yawgoo,1,int,1,chla_rfu,22,7,2019,300
SAMPLE-060,678.54,RFU,yawgoo,1,int,2,chla_rfu,22,7,2019,300
AMPLE-061,507.43,RFU,yawgoo,2,int,1,chla_rfu,22,7,2019,300
SAMPLE-062,511.62,RFU,yawgoo,2,int,2,chla_rfu,22,7,2019,300
AMPLE-063,641.51,RFU,yawgoo,3,int,1,chla_rfu,22,7,2019,300
SAMPLE-064,587.18,RFU,yawgoo,3,int,2,chla_rfu,22,7,2019,300
SAMPLE-065,577.39,RFU,yawgoo,4,int,1,chla_rfu,22,7,2019,300
SAMPLE-066,673.4,RFU,yawgoo,4,int,2,chla_rfu,22,7,2019,300
SAMPLE-067,845.69,RFU,yawgoo,5,int,1,chla_rfu,22,7,2019,300
SAMPLE-068,964.83,RFU,yawgoo,5,int,2,chla_rfu,22,7,2019,300
AMPLE-069,721.75,RFU,yawgoo,6,int,1,chla_rfu,22,7,2019,300
SAMPLE-070,889.17,RFU,yawgoo,6,int,2,chla_rfu,22,7,2019,300
SAMPLE-071,731.4,RFU,yawgoo,p,int,1,chla_rfu,22,7,2019,300
SAMPLE-072,732.03,RFU,yawgoo,p,int,2,chla_rfu,22,7,2019,300
SAMPLE-073,725.22,RFU,yawgoo,p,int,3,chla_rfu,22,7,2019,300
SAMPLE-074,227.24,RFU,solid std,na,int,na,chla_rfu,,,,
