,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-029,412.15,RFU,warwick,5,int,1,chla_rfu,1,8,2019,100
SAMPLE-030,417.13,RFU,warwick,5,int,2,chla_rfu,1,8,2019,100
SAMPLE-031,246.28,RFU,warwick,6,int,1,chla_rfu,1,8,2019,100
SAMPLE-032,459.23,RFU,warwick,6,int,2,chla_rfu,1,8,2019,100
SAMPLE-033,266.41,RFU,warwick,p,int,1,chla_rfu,1,8,2019,100
SAMPLE-034,245.69,RFU,warwick,p,int,2,chla_rfu,1,8,2019,100
AMPLE-035,281.78,RFU,warwick,p,int,3,chla_rfu,1,8,2019,100
SAMPLE-036,0.69,RFU,mashapaug,blank,int,1,blank,5,8,2019,75
SAMPLE-037,0.68,RFU,mashapaug,blank,int,2,blank,5,8,2019,75
SAMPLE-038,1591.98,RFU,mashapaug,1,int,1,chla_rfu,5,8,2019,75
SAMPLE-039,1508.08,RFU,mashapaug,1,int,2,chla_rfu,5,8,2019,75
SAMPLE-040,1551.06,RFU,mashapaug,2,int,1,chla_rfu,5,8,2019,75
SAMPLE-041,1564.89,RFU,mashapaug,2,int,2,chla_rfu,5,8,2019,75
SAMPLE-042,1677.59,RFU,mashapaug,3,int,1,chla_rfu,5,8,2019,75
SAMPLE-043,1371.76,RFU,mashapaug,3,int,2,chla_rfu,5,8,2019,75
SAMPLE-044,1173,RFU,mashapaug,4,int,1,chla_rfu,5,8,2019,75
SAMPLE-045,1291.24,RFU,mashapaug,4,int,2,chla_rfu,5,8,2019,75
SAMPLE-046,1474.92,RFU,mashapaug,5,int,1,chla_rfu,5,8,2019,75
SAMPLE-047,1447.86,RFU,mashapaug,5,int,2,chla_rfu,5,8,2019,75
SAMPLE-048,1465.38,RFU,mashapaug,6,int,1,chla_rfu,5,8,2019,75
SAMPLE-049,1561.47,RFU,mashapaug,6,int,2,chla_rfu,5,8,2019,75
SAMPLE-050,1117.65,RFU,mashapaug,p,int,1,chla_rfu,5,8,2019,75
SAMPLE-051,976.39,RFU,mashapaug,p,int,2,chla_rfu,5,8,2019,75
SAMPLE-052,1453.45,RFU,mashapaug,p,int,3,chla_rfu,5,8,2019,75
SAMPLE-053,0.65,RFU,warwick,blank,int,1,blank,5,8,2019,100
SAMPLE-054,0.81,RFU,warwick,blank,int,2,blank,5,8,2019,100
SAMPLE-055,339.84,RFU,warwick,1,int,1,chla_rfu,5,8,2019,100
AMPLE-056,441.93,RFU,warwick,1,int,2,chla_rfu,5,8,2019,100
SAMPLE-057,381.64,RFU,warwick,2,int,1,chla_rfu,5,8,2019,100
SAMPLE-058,359.55,RFU,warwick,2,int,2,chla_rfu,5,8,2019,100
SAMPLE-059,385.6,RFU,warwick,3,int,1,chla_rfu,5,8,2019,100
SAMPLE-060,381.07,RFU,warwick,3,int,2,chla_rfu,5,8,2019,100
SAMPLE-061,389.11,RFU,warwick,4,int,1,chla_rfu,5,8,2019,100
SAMPLE-062,276.38,RFU,warwick,4,int,2,chla_rfu,5,8,2019,100
SAMPLE-063,443.94,RFU,warwick,5,int,1,chla_rfu,5,8,2019,100
SAMPLE-064,429.44,RFU,warwick,5,int,2,chla_rfu,5,8,2019,100
SAMPLE-065,369.42,RFU,warwick,6,int,1,chla_rfu,5,8,2019,100
AMPLE-066,307.71,RFU,warwick,6,int,2,chla_rfu,5,8,2019,100
SAMPLE-067,280.37,RFU,warwick,p,int,1,chla_rfu,5,8,2019,100
SAMPLE-068,368.48,RFU,warwick,p,int,2,chla_rfu,5,8,2019,100
SAMPLE-069,252.28,,warwick,p,int,3,chla_rfu,5,8,2019,100
SAMPLE-070,225.62,,na,solid std,na,na,chla_rfu,10,9,2019,na
