date,waterbody,site,depth,field_dups,lab_reps,variable,units,value,notes,long,lat
2017-09-27,warwick,4,int,2,NA,ext_chla,µg/L,36.638,m07 fluorometer with older curve,-71.413968,41.722483
2017-09-27,warwick,5,int,1,NA,ext_chla,µg/L,36.265,m07 fluorometer with older curve,-71.415196,41.725119
2017-09-27,warwick,5,int,2,NA,ext_chla,µg/L,33.043,m07 fluorometer with older curve,-71.415196,41.725119
2017-09-27,warwick,6,int,1,NA,ext_chla,µg/L,35.496,m07 fluorometer with older curve,-71.414031,41.726751
2017-09-27,warwick,6,int,2,NA,ext_chla,µg/L,31.064,m07 fluorometer with older curve,-71.414031,41.726751
2017-09-27,warwick,p,int,1,NA,ext_chla,µg/L,36.202,m07 fluorometer with older curve,-71.411984,41.722666
2017-09-27,warwick,p,int,2,NA,ext_chla,µg/L,41.248,m07 fluorometer with older curve,-71.411984,41.722666
2017-09-27,warwick,p,int,3,NA,ext_chla,µg/L,39.766,m07 fluorometer with older curve,-71.411984,41.722666
2017-09-27,yawgoo,1,int,1,NA,ext_chla,µg/L,3.378,m07 fluorometer with older curve,-71.573721,41.515308
2017-09-27,yawgoo,1,int,2,NA,ext_chla,µg/L,3.365,m07 fluorometer with older curve,-71.573721,41.515308
2017-09-27,yawgoo,2,int,1,NA,ext_chla,µg/L,2.709,m07 fluorometer with older curve,-71.571179,41.513535
2017-09-27,yawgoo,2,int,2,NA,ext_chla,µg/L,3.163,m07 fluorometer with older curve,-71.571179,41.513535
2017-09-27,yawgoo,3,int,1,NA,ext_chla,µg/L,2.347,m07 fluorometer with older curve,-71.56939,41.510087
2017-09-27,yawgoo,3,int,2,NA,ext_chla,µg/L,2.253,m07 fluorometer with older curve,-71.56939,41.510087
2017-09-27,yawgoo,4,int,1,NA,ext_chla,µg/L,2.603,m07 fluorometer with older curve,-71.57059,41.508108
2017-09-27,yawgoo,4,int,2,NA,ext_chla,µg/L,1.868,m07 fluorometer with older curve,-71.57059,41.508108
2017-09-27,yawgoo,5,int,1,NA,ext_chla,µg/L,2.373,m07 fluorometer with older curve,-71.572813,41.50866
2017-09-27,yawgoo,5,int,2,NA,ext_chla,µg/L,2.536,m07 fluorometer with older curve,-71.572813,41.50866
2017-09-27,yawgoo,6,int,1,NA,ext_chla,µg/L,2.529,m07 fluorometer with older curve,-71.575512,41.512846
2017-09-27,yawgoo,6,int,2,NA,ext_chla,µg/L,2.9,m07 fluorometer with older curve,-71.575512,41.512846
2017-09-27,yawgoo,p,int,1,NA,ext_chla,µg/L,5.437,m07 fluorometer with older curve,-71.573015,41.510675
2017-09-27,yawgoo,p,int,2,NA,ext_chla,µg/L,5.229,m07 fluorometer with older curve,-71.573015,41.510675
2017-09-27,yawgoo,p,int,3,NA,ext_chla,µg/L,5.434,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-02,warwick,1,int,1,NA,ext_chla,µg/L,19.516,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-02,warwick,1,int,2,NA,ext_chla,µg/L,19.478,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-02,warwick,2,int,1,NA,ext_chla,µg/L,33.287,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-02,warwick,2,int,2,NA,ext_chla,µg/L,34.723,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-02,warwick,3,int,1,NA,ext_chla,µg/L,16.99,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-02,warwick,3,int,2,NA,ext_chla,µg/L,14.613,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-02,warwick,4,int,1,NA,ext_chla,µg/L,19.74,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-02,warwick,4,int,2,NA,ext_chla,µg/L,19.418,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-02,warwick,5,int,1,NA,ext_chla,µg/L,14.469,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-02,warwick,5,int,2,NA,ext_chla,µg/L,17.752,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-02,warwick,6,int,1,NA,ext_chla,µg/L,39.865,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-02,warwick,6,int,2,NA,ext_chla,µg/L,36.076,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-02,warwick,p,int,1,NA,ext_chla,µg/L,25.45,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-02,warwick,p,int,2,NA,ext_chla,µg/L,25.529,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-02,warwick,p,int,3,NA,ext_chla,µg/L,24.906,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-02,yawgoo,1,int,1,NA,ext_chla,µg/L,2.667,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-02,yawgoo,1,int,2,NA,ext_chla,µg/L,2.478,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-02,yawgoo,2,int,1,NA,ext_chla,µg/L,2.692,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-02,yawgoo,2,int,2,NA,ext_chla,µg/L,2.559,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-02,yawgoo,3,int,1,NA,ext_chla,µg/L,2.651,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-02,yawgoo,3,int,2,NA,ext_chla,µg/L,1.981,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-02,yawgoo,4,int,1,NA,ext_chla,µg/L,2.217,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-02,yawgoo,4,int,2,NA,ext_chla,µg/L,1.946,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-02,yawgoo,5,int,1,NA,ext_chla,µg/L,2.887,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-02,yawgoo,5,int,2,NA,ext_chla,µg/L,7.27,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-02,yawgoo,6,int,1,NA,ext_chla,µg/L,1.939,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-02,yawgoo,6,int,2,NA,ext_chla,µg/L,2.28,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-02,yawgoo,p,int,1,NA,ext_chla,µg/L,2.101,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-02,yawgoo,p,int,2,NA,ext_chla,µg/L,2.113,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-02,yawgoo,p,int,3,NA,ext_chla,µg/L,2.711,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-04,warwick,1,int,1,NA,ext_chla,µg/L,11.403,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-04,warwick,1,int,2,NA,ext_chla,µg/L,10.741,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-04,warwick,2,int,1,NA,ext_chla,µg/L,14.315,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-04,warwick,2,int,2,NA,ext_chla,µg/L,13.335,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-04,warwick,3,int,1,NA,ext_chla,µg/L,15.558,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-04,warwick,3,int,2,NA,ext_chla,µg/L,17.107,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-04,warwick,4,int,1,NA,ext_chla,µg/L,17.305,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-04,warwick,4,int,2,NA,ext_chla,µg/L,19.569,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-04,warwick,5,int,1,NA,ext_chla,µg/L,16.23,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-04,warwick,5,int,2,NA,ext_chla,µg/L,14.635,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-04,warwick,6,int,1,NA,ext_chla,µg/L,12.753,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-04,warwick,6,int,2,NA,ext_chla,µg/L,13.389,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-04,warwick,p,int,1,NA,ext_chla,µg/L,17.023,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-04,warwick,p,int,2,NA,ext_chla,µg/L,16.149,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-04,warwick,p,int,3,NA,ext_chla,µg/L,16.324,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-04,yawgoo,1,int,1,NA,ext_chla,µg/L,1.812,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-04,yawgoo,1,int,2,NA,ext_chla,µg/L,2.154,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-04,yawgoo,2,int,1,NA,ext_chla,µg/L,2.717,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-04,yawgoo,2,int,2,NA,ext_chla,µg/L,2.384,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-04,yawgoo,3,int,1,NA,ext_chla,µg/L,2.451,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-04,yawgoo,3,int,2,NA,ext_chla,µg/L,2.27,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-04,yawgoo,4,int,1,NA,ext_chla,µg/L,2.481,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-04,yawgoo,4,int,2,NA,ext_chla,µg/L,2.483,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-04,yawgoo,5,int,1,NA,ext_chla,µg/L,2.196,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-04,yawgoo,5,int,2,NA,ext_chla,µg/L,2.374,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-04,yawgoo,6,int,1,NA,ext_chla,µg/L,2.473,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-04,yawgoo,6,int,2,NA,ext_chla,µg/L,2.536,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-04,yawgoo,p,int,1,NA,ext_chla,µg/L,2.694,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-04,yawgoo,p,int,2,NA,ext_chla,µg/L,3.156,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-04,yawgoo,p,int,3,NA,ext_chla,µg/L,3.473,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-10,warwick,1,int,1,NA,ext_chla,µg/L,8.175,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-10,warwick,1,int,2,NA,ext_chla,µg/L,9.385,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-10,warwick,2,int,1,NA,ext_chla,µg/L,11.312,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-10,warwick,2,int,2,NA,ext_chla,µg/L,9.977,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-10,warwick,3,int,1,NA,ext_chla,µg/L,13.953,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-10,warwick,3,int,2,NA,ext_chla,µg/L,14.622,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-10,warwick,4,int,1,NA,ext_chla,µg/L,13.371,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-10,warwick,4,int,2,NA,ext_chla,µg/L,11.644,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-10,warwick,5,int,1,NA,ext_chla,µg/L,14.843,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-10,warwick,5,int,2,NA,ext_chla,µg/L,19.692,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-10,warwick,6,int,1,NA,ext_chla,µg/L,17.822,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-10,warwick,6,int,2,NA,ext_chla,µg/L,16.046,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-10,warwick,p,int,1,NA,ext_chla,µg/L,11.426,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-10,warwick,p,int,2,NA,ext_chla,µg/L,10.758,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-10,warwick,p,int,3,NA,ext_chla,µg/L,13.127,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-10,yawgoo,1,int,1,NA,ext_chla,µg/L,2.123,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-10,yawgoo,1,int,2,NA,ext_chla,µg/L,1.769,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-10,yawgoo,2,int,1,NA,ext_chla,µg/L,2.57,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-10,yawgoo,2,int,2,NA,ext_chla,µg/L,2.251,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-10,yawgoo,3,int,1,NA,ext_chla,µg/L,2.037,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-10,yawgoo,3,int,2,NA,ext_chla,µg/L,1.847,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-10,yawgoo,4,int,1,NA,ext_chla,µg/L,2.04,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-10,yawgoo,4,int,2,NA,ext_chla,µg/L,1.817,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-10,yawgoo,5,int,1,NA,ext_chla,µg/L,1.92,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-10,yawgoo,5,int,2,NA,ext_chla,µg/L,1.778,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-10,yawgoo,6,int,1,NA,ext_chla,µg/L,1.596,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-10,yawgoo,6,int,2,NA,ext_chla,µg/L,1.71,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-10,yawgoo,p,int,1,NA,ext_chla,µg/L,2.18,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-10,yawgoo,p,int,2,NA,ext_chla,µg/L,2.281,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-10,yawgoo,p,int,3,NA,ext_chla,µg/L,2.185,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-12,warwick,1,int,1,NA,ext_chla,µg/L,12.81,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-12,warwick,1,int,2,NA,ext_chla,µg/L,13.595,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-12,warwick,2,int,1,NA,ext_chla,µg/L,8.157,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-12,warwick,2,int,2,NA,ext_chla,µg/L,9.327,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-12,warwick,3,int,1,NA,ext_chla,µg/L,7.99,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-12,warwick,3,int,2,NA,ext_chla,µg/L,7.488,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-12,warwick,4,int,1,NA,ext_chla,µg/L,7.944,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-12,warwick,4,int,2,NA,ext_chla,µg/L,9.761,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-12,warwick,5,int,1,NA,ext_chla,µg/L,8.366,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-12,warwick,5,int,2,NA,ext_chla,µg/L,10.468,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-12,warwick,6,int,1,NA,ext_chla,µg/L,6.594,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-12,warwick,6,int,2,NA,ext_chla,µg/L,10.292,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-12,warwick,p,int,1,NA,ext_chla,µg/L,7.226,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-12,warwick,p,int,2,NA,ext_chla,µg/L,8.559,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-12,warwick,p,int,3,NA,ext_chla,µg/L,9.099,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-12,yawgoo,1,int,1,NA,ext_chla,µg/L,2.159,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-12,yawgoo,1,int,2,NA,ext_chla,µg/L,2.157,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-12,yawgoo,2,int,1,NA,ext_chla,µg/L,2.143,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-12,yawgoo,2,int,2,NA,ext_chla,µg/L,2.03,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-12,yawgoo,3,int,1,NA,ext_chla,µg/L,2.473,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-12,yawgoo,3,int,2,NA,ext_chla,µg/L,2.319,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-12,yawgoo,4,int,1,NA,ext_chla,µg/L,1.614,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-12,yawgoo,4,int,2,NA,ext_chla,µg/L,1.712,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-12,yawgoo,5,int,1,NA,ext_chla,µg/L,1.993,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-12,yawgoo,5,int,2,NA,ext_chla,µg/L,2.011,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-12,yawgoo,6,int,1,NA,ext_chla,µg/L,1.611,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-12,yawgoo,6,int,2,NA,ext_chla,µg/L,2.428,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-12,yawgoo,p,int,1,NA,ext_chla,µg/L,2.235,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-12,yawgoo,p,int,2,NA,ext_chla,µg/L,1.973,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-12,yawgoo,p,int,3,NA,ext_chla,µg/L,2.362,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-16,warwick,1,int,1,NA,ext_chla,µg/L,10.631,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-16,warwick,1,int,2,NA,ext_chla,µg/L,5.77,m07 fluorometer with older curve,-71.410363,41.725555
2017-10-16,warwick,2,int,1,NA,ext_chla,µg/L,7.082,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-16,warwick,2,int,2,NA,ext_chla,µg/L,9.559,m07 fluorometer with older curve,-71.411058,41.721389
2017-10-16,warwick,3,int,1,NA,ext_chla,µg/L,8.34,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-16,warwick,3,int,2,NA,ext_chla,µg/L,9.599,m07 fluorometer with older curve,-71.414491,41.720409
2017-10-16,warwick,4,int,1,NA,ext_chla,µg/L,8.167,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-16,warwick,4,int,2,NA,ext_chla,µg/L,5.407,m07 fluorometer with older curve,-71.413968,41.722483
2017-10-16,warwick,5,int,1,NA,ext_chla,µg/L,7.469,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-16,warwick,5,int,2,NA,ext_chla,µg/L,14.908,m07 fluorometer with older curve,-71.415196,41.725119
2017-10-16,warwick,6,int,1,NA,ext_chla,µg/L,8.303,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-16,warwick,6,int,2,NA,ext_chla,µg/L,10.205,m07 fluorometer with older curve,-71.414031,41.726751
2017-10-16,warwick,p,int,1,NA,ext_chla,µg/L,8.095,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-16,warwick,p,int,2,NA,ext_chla,µg/L,6.049,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-16,warwick,p,int,3,NA,ext_chla,µg/L,8.228,m07 fluorometer with older curve,-71.411984,41.722666
2017-10-16,yawgoo,1,int,1,NA,ext_chla,µg/L,3.425,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-16,yawgoo,1,int,2,NA,ext_chla,µg/L,3.315,m07 fluorometer with older curve,-71.573721,41.515308
2017-10-16,yawgoo,2,int,1,NA,ext_chla,µg/L,2.876,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-16,yawgoo,2,int,2,NA,ext_chla,µg/L,2.502,m07 fluorometer with older curve,-71.571179,41.513535
2017-10-16,yawgoo,3,int,1,NA,ext_chla,µg/L,2.903,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-16,yawgoo,3,int,2,NA,ext_chla,µg/L,2.778,m07 fluorometer with older curve,-71.56939,41.510087
2017-10-16,yawgoo,4,int,1,NA,ext_chla,µg/L,2.964,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-16,yawgoo,4,int,2,NA,ext_chla,µg/L,2.824,m07 fluorometer with older curve,-71.57059,41.508108
2017-10-16,yawgoo,5,int,1,NA,ext_chla,µg/L,2.99,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-16,yawgoo,5,int,2,NA,ext_chla,µg/L,2.923,m07 fluorometer with older curve,-71.572813,41.50866
2017-10-16,yawgoo,6,int,1,NA,ext_chla,µg/L,3.071,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-16,yawgoo,6,int,2,NA,ext_chla,µg/L,2.193,m07 fluorometer with older curve,-71.575512,41.512846
2017-10-16,yawgoo,p,int,1,NA,ext_chla,µg/L,2.925,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-16,yawgoo,p,int,2,NA,ext_chla,µg/L,2.092,m07 fluorometer with older curve,-71.573015,41.510675
2017-10-16,yawgoo,p,int,3,NA,ext_chla,µg/L,3.324,m07 fluorometer with older curve,-71.573015,41.510675
2017-11-01,warwick,1,int,1,NA,ext_chla,µg/L,31.087,m07 fluorometer with older curve,-71.410363,41.725555
2017-11-01,warwick,1,int,2,NA,ext_chla,µg/L,34.025,m07 fluorometer with older curve,-71.410363,41.725555
2017-11-01,warwick,2,int,1,NA,ext_chla,µg/L,22.772,m07 fluorometer with older curve,-71.411058,41.721389
2017-11-01,warwick,2,int,2,NA,ext_chla,µg/L,26.037,m07 fluorometer with older curve,-71.411058,41.721389
2017-11-01,warwick,3,int,1,NA,ext_chla,µg/L,41.457,m07 fluorometer with older curve,-71.414491,41.720409
2017-11-01,warwick,3,int,2,NA,ext_chla,µg/L,36.604,m07 fluorometer with older curve,-71.414491,41.720409
2017-11-01,warwick,4,int,1,NA,ext_chla,µg/L,22.578,m07 fluorometer with older curve,-71.413968,41.722483
2017-11-01,warwick,4,int,2,NA,ext_chla,µg/L,21.776,m07 fluorometer with older curve,-71.413968,41.722483
2017-11-01,warwick,5,int,1,NA,ext_chla,µg/L,33.564,m07 fluorometer with older curve,-71.415196,41.725119
2017-11-01,warwick,5,int,2,NA,ext_chla,µg/L,29.115,m07 fluorometer with older curve,-71.415196,41.725119
2017-11-01,warwick,6,int,1,NA,ext_chla,µg/L,29.645,m07 fluorometer with older curve,-71.414031,41.726751
2017-11-01,warwick,6,int,2,NA,ext_chla,µg/L,34.309,m07 fluorometer with older curve,-71.414031,41.726751
2017-11-01,warwick,p,int,1,NA,ext_chla,µg/L,19.969,m07 fluorometer with older curve,-71.411984,41.722666
2017-11-01,warwick,p,int,2,NA,ext_chla,µg/L,19.802,m07 fluorometer with older curve,-71.411984,41.722666
2017-11-01,warwick,p,int,3,NA,ext_chla,µg/L,19.174,m07 fluorometer with older curve,-71.411984,41.722666
2017-11-01,yawgoo,1,int,1,NA,ext_chla,µg/L,3.959,m07 fluorometer with older curve,-71.573721,41.515308
2017-11-01,yawgoo,1,int,2,NA,ext_chla,µg/L,3.987,m07 fluorometer with older curve,-71.573721,41.515308
2017-11-01,yawgoo,2,int,1,NA,ext_chla,µg/L,4.054,m07 fluorometer with older curve,-71.571179,41.513535
2017-11-01,yawgoo,2,int,2,NA,ext_chla,µg/L,3.921,m07 fluorometer with older curve,-71.571179,41.513535
2017-11-01,yawgoo,3,int,1,NA,ext_chla,µg/L,5.695,m07 fluorometer with older curve,-71.56939,41.510087
2017-11-01,yawgoo,3,int,2,NA,ext_chla,µg/L,5.108,m07 fluorometer with older curve,-71.56939,41.510087
2017-11-01,yawgoo,4,int,1,NA,ext_chla,µg/L,4.408,m07 fluorometer with older curve,-71.57059,41.508108
2017-11-01,yawgoo,4,int,2,NA,ext_chla,µg/L,4.571,m07 fluorometer with older curve,-71.57059,41.508108
2017-11-01,yawgoo,5,int,1,NA,ext_chla,µg/L,3.655,m07 fluorometer with older curve,-71.572813,41.50866
2017-11-01,yawgoo,5,int,2,NA,ext_chla,µg/L,3.661,m07 fluorometer with older curve,-71.572813,41.50866
2017-11-01,yawgoo,6,int,1,NA,ext_chla,µg/L,2.804,m07 fluorometer with older curve,-71.575512,41.512846
2017-11-01,yawgoo,6,int,2,NA,ext_chla,µg/L,2.777,m07 fluorometer with older curve,-71.575512,41.512846
2017-11-01,yawgoo,p,int,1,NA,ext_chla,µg/L,3.843,m07 fluorometer with older curve,-71.573015,41.510675
2017-11-01,yawgoo,p,int,2,NA,ext_chla,µg/L,3.464,m07 fluorometer with older curve,-71.573015,41.510675
2017-11-01,yawgoo,p,int,3,NA,ext_chla,µg/L,3.86,m07 fluorometer with older curve,-71.573015,41.510675
2018-06-11,mashapaug,1,int,1,NA,ext_chla,µg/L,15.136,m07 fluorometer with older curve,-71.435347,41.793138
2018-06-11,mashapaug,1,int,2,NA,ext_chla,µg/L,13.503,m07 fluorometer with older curve,-71.435347,41.793138
2018-06-11,mashapaug,2,int,1,NA,ext_chla,µg/L,16.883,m07 fluorometer with older curve,-71.431722,41.789743
2018-06-11,mashapaug,2,int,2,NA,ext_chla,µg/L,17.646,m07 fluorometer with older curve,-71.431722,41.789743
2018-06-11,mashapaug,3,int,1,NA,ext_chla,µg/L,17.229,m07 fluorometer with older curve,-71.430135,41.791237
2018-06-11,mashapaug,3,int,2,NA,ext_chla,µg/L,17.108,m07 fluorometer with older curve,-71.430135,41.791237
2018-06-11,mashapaug,4,int,1,NA,ext_chla,µg/L,16.335,m07 fluorometer with older curve,-71.431909,41.793443
2018-06-11,mashapaug,4,int,2,NA,ext_chla,µg/L,17.947,m07 fluorometer with older curve,-71.431909,41.793443
2018-06-11,mashapaug,5,int,1,NA,ext_chla,µg/L,13.786,m07 fluorometer with older curve,-71.4307,41.797719
2018-06-11,mashapaug,5,int,2,NA,ext_chla,µg/L,14.747,m07 fluorometer with older curve,-71.4307,41.797719
2018-06-11,mashapaug,6,int,1,NA,ext_chla,µg/L,13.535,m07 fluorometer with older curve,-71.432367,41.79829
2018-06-11,mashapaug,6,int,2,NA,ext_chla,µg/L,5.924,m07 fluorometer with older curve,-71.432367,41.79829
2018-06-11,mashapaug,p,int,1,NA,ext_chla,µg/L,13.738,m07 fluorometer with older curve,-71.433295,41.793894
2018-06-11,mashapaug,p,int,2,NA,ext_chla,µg/L,13.896,m07 fluorometer with older curve,-71.433295,41.793894
2018-06-11,mashapaug,p,int,3,NA,ext_chla,µg/L,12.422,m07 fluorometer with older curve,-71.433295,41.793894
2018-06-12,warwick,1,int,1,NA,ext_chla,µg/L,14.929,m07 fluorometer with older curve,-71.410363,41.725555
2018-06-12,warwick,1,int,2,NA,ext_chla,µg/L,17.114,m07 fluorometer with older curve,-71.410363,41.725555
2018-06-12,warwick,2,int,1,NA,ext_chla,µg/L,16.594,m07 fluorometer with older curve,-71.411058,41.721389
2018-06-12,warwick,2,int,2,NA,ext_chla,µg/L,16.689,m07 fluorometer with older curve,-71.411058,41.721389
2018-06-12,warwick,3,int,1,NA,ext_chla,µg/L,18.508,m07 fluorometer with older curve,-71.414491,41.720409
2018-06-12,warwick,3,int,2,NA,ext_chla,µg/L,18.756,m07 fluorometer with older curve,-71.414491,41.720409
2018-06-12,warwick,4,int,1,NA,ext_chla,µg/L,16.883,m07 fluorometer with older curve,-71.413968,41.722483
2018-06-12,warwick,4,int,2,NA,ext_chla,µg/L,18.577,m07 fluorometer with older curve,-71.413968,41.722483
2018-06-12,warwick,5,int,1,NA,ext_chla,µg/L,17.359,m07 fluorometer with older curve,-71.415196,41.725119
2018-06-12,warwick,5,int,2,NA,ext_chla,µg/L,18.738,m07 fluorometer with older curve,-71.415196,41.725119
2018-06-12,warwick,6,int,1,NA,ext_chla,µg/L,13.829,m07 fluorometer with older curve,-71.414031,41.726751
2018-06-12,warwick,6,int,2,NA,ext_chla,µg/L,19.124,m07 fluorometer with older curve,-71.414031,41.726751
2018-06-12,warwick,p,int,1,NA,ext_chla,µg/L,16.858,m07 fluorometer with older curve,-71.411984,41.722666
2018-06-12,warwick,p,int,2,NA,ext_chla,µg/L,15.535,m07 fluorometer with older curve,-71.411984,41.722666
