day,month,year,waterbody,site,depth,reps,variable,value
22,6,2017,warwick,blank,int,1,blank,483.82
22,6,2017,warwick,blank,int,2,blank,487.08
22,6,2017,warwick,1,int,1,phyco_rfu,497.29
22,6,2017,warwick,1,int,2,phyco_rfu,501.77
22,6,2017,warwick,1,int,1,filter_vol,300
22,6,2017,warwick,2,int,1,phyco_rfu,499.21
22,6,2017,warwick,2,int,2,phyco_rfu,493.74
22,6,2017,warwick,2,int,1,filter_vol,300
22,6,2017,warwick,3,int,1,phyco_rfu,496.5
22,6,2017,warwick,3,int,2,phyco_rfu,500.22
22,6,2017,warwick,3,int,1,filter_vol,300
22,6,2017,warwick,4,int,1,phyco_rfu,492.51
22,6,2017,warwick,4,int,2,phyco_rfu,494.64
22,6,2017,warwick,4,int,1,filter_vol,300
22,6,2017,warwick,5,int,1,phyco_rfu,493.79
22,6,2017,warwick,5,int,2,phyco_rfu,495.57
22,6,2017,warwick,5,int,1,filter_vol,300
22,6,2017,warwick,6,int,1,phyco_rfu,495.23
22,6,2017,warwick,6,int,2,phyco_rfu,493.79
22,6,2017,warwick,6,int,1,filter_vol,300
22,6,2017,warwick,p,int,1,phyco_rfu,498.37
22,6,2017,warwick,p,int,2,phyco_rfu,500.83
22,6,2017,warwick,p,int,3,phyco_rfu,497.23
22,6,2017,warwick,p,int,1,filter_vol,250
22,6,2017,warwick,blank,int,3,blank,489.43
22,6,2017,warwick,blank,int,4,blank,488.55
26,6,2017,yawgoo,blank,int,1,blank,512.57
26,6,2017,yawgoo,blank,int,2,blank,510.06
26,6,2017,yawgoo,1,int,1,phyco_rfu,512.78
26,6,2017,yawgoo,1,int,2,phyco_rfu,514.71
26,6,2017,yawgoo,1,int,1,filter_vol,400
26,6,2017,yawgoo,2,int,1,phyco_rfu,510.26
26,6,2017,yawgoo,2,int,2,phyco_rfu,516.95
26,6,2017,yawgoo,2,int,1,filter_vol,400
26,6,2017,yawgoo,3,int,1,phyco_rfu,516.11
26,6,2017,yawgoo,3,int,2,phyco_rfu,512.05
26,6,2017,yawgoo,3,int,1,filter_vol,400
26,6,2017,yawgoo,4,int,1,phyco_rfu,510.37
26,6,2017,yawgoo,4,int,2,phyco_rfu,510.48
26,6,2017,yawgoo,4,int,1,filter_vol,400
26,6,2017,yawgoo,5,int,1,phyco_rfu,512.29
26,6,2017,yawgoo,5,int,2,phyco_rfu,502.74
26,6,2017,yawgoo,5,int,1,filter_vol,400
26,6,2017,yawgoo,6,int,1,phyco_rfu,511.35
26,6,2017,yawgoo,6,int,2,phyco_rfu,511.58
26,6,2017,yawgoo,6,int,1,filter_vol,400
26,6,2017,yawgoo,p,int,1,phyco_rfu,513.39
26,6,2017,yawgoo,p,int,2,phyco_rfu,508.41
26,6,2017,yawgoo,p,int,3,phyco_rfu,505.73
26,6,2017,yawgoo,p,int,1,filter_vol,400
26,6,2017,yawgoo,blank,int,3,blank,505.23
26,6,2017,yawgoo,blank,int,4,blank,493.03
26,6,2017,warwick,blank,int,1,blank,489.99
26,6,2017,warwick,blank,int,2,blank,491.3
26,6,2017,warwick,1,int,1,phyco_rfu,497.3
26,6,2017,warwick,1,int,2,phyco_rfu,495.35
26,6,2017,warwick,1,int,1,filter_vol,200
26,6,2017,warwick,2,int,1,phyco_rfu,495.7
26,6,2017,warwick,2,int,2,phyco_rfu,494.36
26,6,2017,warwick,2,int,1,filter_vol,200
